1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
470	-0.115673	103.713927	96.976635	0.001072	1.2
471	-0.126533	104.713706	96.205397	0.001274	1.2
472	-0.124248	105.616200	95.519665	0.001319	1.3
473	-0.121720	105.010028	95.979163	0.001584	1.2
474	-0.117954	105.659500	95.487010	0.001187	1.5
475	-0.122250	106.659359	94.739133	0.000828	1.1
476	-0.100632	107.436342	94.166003	0.001292	1.6
477	-0.136357	106.830348	94.612408	0.000872	1.4
478	-0.118619	107.828241	93.879548	0.001397	1.2
479	-0.102490	108.825851	93.158157	0.000766	1.1
480	-0.129190	109.817105	92.452260	0.001125	1.1
481	-0.124327	109.685362	92.545460	0.000318	1.1
482	-0.118239	109.458693	92.706256	0.000803	1.2
483	-0.109269	110.003565	92.320671	0.001271	1.2
484	-0.138415	110.983702	91.635079	0.001601	1.3
485	-0.116973	110.377512	92.057893	0.000914	1.2
486	-0.130151	110.922351	91.677694	0.001444	1.2
487	-0.108748	111.163955	91.510102	0.001024	1.3
488	-0.112367	112.163890	90.822947	0.001454	1.3
489	-0.138909	111.561063	91.235969	0.001312	1.4
490	-0.107840	112.560761	90.553070	0.001940	1.6
491	-0.136532	113.560724	89.880142	0.001783	1.3
492	-0.127867	114.560339	89.217370	0.000627	1.1
493	-0.134988	115.557064	88.566176	0.000961	1.2
494	-0.102120	114.990690	88.935036	0.001601	1.1
495	-0.105534	114.386490	89.331934	0.001876	1.1
496	-0.129929	115.386490	88.676943	0.001345	1.2
497	-0.122411	114.802137	89.058517	0.000796	1.1
498	-0.113965	115.797889	88.410260	0.001205	1.1
499	-0.121822	115.192830	88.803037	0.001419	1.4
500	-0.143996	116.192793	88.155775	0.001152	1.2
501	-0.103982	115.587269	88.546591	0.001373	1.1
502	-0.120330	116.455836	87.987075	0.000448	1.1
503	-0.121515	116.334777	88.064635	0.001483	1.2
504	-0.124170	117.329685	87.431248	0.000800	1.2
505	-0.126603	118.082453	86.958036	0.001461	1.2
506	-0.103511	117.476566	87.338510	0.001386	1.2
507	-0.143973	116.870374	87.722522	0.000835	1.4
