1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
392	-0.341506	4.574898	1417.347625	0.000383	1.1
393	-0.355415	5.529116	1366.367473	0.000159	1.0
394	-0.325324	6.503662	1317.952566	0.000797	0.9
395	-0.352311	6.108583	1337.160325	0.000464	0.9
396	-0.376051	5.367096	1374.763515	0.000344	1.0
397	-0.393909	4.627407	1414.443580	0.000532	1.0
398	-0.343077	5.625178	1361.437703	0.000265	1.0
399	-0.351785	6.425558	1321.705895	0.000392	1.0
400	-0.316596	5.710848	1357.071165	0.000562	0.9
401	-0.377026	4.970631	1395.750518	0.000689	0.9
402	-0.371698	4.229144	1436.771763	0.000732	1.1
403	-0.361192	3.487657	1480.277257	0.000519	1.1
404	-0.360926	2.746170	1526.499716	0.000257	1.0
405	-0.374451	2.004972	1575.682020	0.000524	1.0
406	-0.349788	1.263974	1628.124469	0.000417	1.0
407	-0.362704	1.139262	1637.295820	0.000432	0.9
408	-0.347283	0.397789	1694.031153	0.000800	1.0
409	-0.346899	0.000000	1726.120067	0.000663	1.1
410	-0.384914	0.998796	1647.750229	0.000705	1.0
411	-0.312477	1.998756	1576.107897	0.000414	1.0
412	-0.346509	1.257269	1628.614942	0.000570	1.1
413	-0.367968	1.391998	1618.815860	0.000172	1.0
414	-0.362680	0.656962	1673.758388	0.000365	1.1
415	-0.390399	0.000000	1726.120067	0.000668	1.1
416	-0.377088	0.000000	1726.120067	0.000407	1.3
417	-0.387443	0.999089	1647.728286	0.000162	1.6
418	-0.367930	0.333876	1699.106203	0.000115	1.1
419	-0.332460	0.284218	1703.070410	0.000218	1.1
420	-0.355961	0.503066	1685.737329	0.000804	1.0
421	-0.360782	1.503051	1610.826974	0.000585	1.1
422	-0.352252	0.761564	1665.713070	0.000323	1.2
423	-0.396633	0.020884	1724.405159	0.000279	1.3
424	-0.370140	0.000000	1726.120067	0.000708	1.1
425	-0.366491	0.000000	1726.120067	0.000467	1.0
426	-0.358528	0.000000	1726.120067	0.000505	1.0
427	-0.357248	0.000000	1726.120067	0.000636	1.1
428	-0.372003	0.000000	1726.120067	0.000384	1.1
429	-0.349328	0.000000	1726.120067	0.000376	1.2
430	-0.367826	0.000000	1726.120067	0.000377	1.4
431	-0.356342	0.000000	1726.120067	0.000123	1.4
432	-0.374328	0.000000	1726.120067	0.000566	1.4
433	-0.379283	0.949847	1651.424806	0.000797	1.4
434	-0.370919	1.820432	1588.423982	0.000603	1.2
435	-0.374714	1.078945	1641.768731	0.000234	1.2
436	-0.386229	0.349355	1697.874322	0.000638	1.1
